Date,Stock,Order,Price
2023-12-29,ULTRACEMCO.NS,Sell,10503.0498046875
2023-12-29,HINDUNILVR.NS,Buy,2663.949951171875
2023-12-29,HDFCBANK.NS,Sell,1686.223876953125
2023-12-29,HINDUNILVR.NS,Buy,2663.949951171875
2023-12-29,TITAN.NS,Sell,3675.449951171875
2023-12-29,NESTLEIND.NS,Buy,2650.548583984375
2023-12-29,BAJAJFINSV.NS,Sell,1685.800048828125
2023-12-29,ITC.NS,Buy,455.4114379882813
2023-12-29,NESTLEIND.NS,Sell,2650.548583984375
2023-12-29,INDUSINDBK.NS,Buy,1598.949951171875
2013-07-25,JSWSTEEL.NS,Buy,50.349342346191406
2013-07-25,RELIANCE.NS,Sell,380.2886047363281
2016-09-12,RELIANCE.NS,Buy,462.0202026367187
2016-09-12,JSWSTEEL.NS,Sell,159.17462158203125
2023-12-29,RELIANCE.NS,Sell,2584.949951171875
2023-12-29,JSWSTEEL.NS,Buy,880.25
2023-12-29,JSWSTEEL.NS,Sell,880.25
2023-12-29,RELIANCE.NS,Buy,2584.949951171875
