Date,VALE3 BS Equity,PETR4 BS Equity,ITUB4 BS Equity,PETR3 BS Equity,BBDC4 BS Equity,ELET3 BS Equity,BBAS3 BS Equity,ABEV3 BS Equity,WEGE3 BS Equity,ITSA4 BS Equity,RADL3 BS Equity,GGBR4 BS Equity,SBSP3 BS Equity,UGPA3 BS Equity,BBDC3 BS Equity,VIVT3 BS Equity,CMIG4 BS Equity,BRFS3 BS Equity,CPLE6 BS Equity,CCRO3 BS Equity,EMBR3 BS Equity,NTCO3 BS Equity,TIMS3 BS Equity,ELET6 BS Equity,EGIE3 BS Equity,GOAU4 BS Equity,CSNA3 BS Equity,CPFE3 BS Equity,BRAP4 BS Equity,BRKM5 BS Equity,USIM5 BS Equity,ALPA4 BS Equity,GOLL4 BS Equity
2011-11-04,45.6,22.1,12.248,23.9,11.001,17.983,25.3,11.559,2.809,5.035,2.012,14.886,15.983,15.605,8.909,45.99,10.227,34.97,3.37,11.713,11.58,17.344,8.87,24.72,22.712,19.317,16.4,20.514,14.33,15.75,11.671,6.912,14.61
2011-11-07,46.0,22.68,12.24,24.62,11.047,18.313,25.48,11.489,2.811,5.059,2.065,14.952,15.98,16.155,8.909,44.84,10.269,35.74,3.46,11.9,11.95,17.249,8.98,25.1,22.568,19.347,16.65,21.365,14.616,15.69,11.651,6.984,14.19
2011-11-08,45.71,22.41,12.222,24.4,11.118,17.983,25.41,11.413,2.808,5.05,2.067,14.857,16.0,16.125,8.984,44.65,10.098,35.75,3.415,11.813,11.86,17.159,8.92,24.66,22.704,19.257,16.52,21.128,14.633,15.99,11.828,6.876,14.17
2011-11-09,44.96,21.46,11.914,23.25,10.94,17.533,24.72,11.573,2.766,4.941,2.073,14.476,16.29,15.855,8.913,45.25,9.99,35.6,3.374,11.675,11.56,17.094,8.56,24.32,22.184,18.713,15.85,21.27,14.297,14.8,11.651,6.708,13.81
2011-11-10,44.69,21.51,11.79,23.5,10.734,17.463,24.45,11.491,2.757,4.899,2.117,14.4,16.0,15.5,8.731,44.65,10.088,34.45,3.386,11.75,11.53,17.549,8.54,24.19,22.256,18.614,15.78,20.864,14.154,14.6,11.769,6.66,13.63
2011-11-11,45.42,21.96,11.955,23.85,10.887,17.373,24.47,11.607,2.818,4.946,2.169,14.771,16.27,15.87,8.873,45.0,10.335,34.78,3.432,11.71,11.6,18.504,8.49,24.3,22.4,19.188,16.48,21.573,14.473,14.6,12.192,6.702,13.89
2011-11-14,45.2,21.92,11.985,23.75,11.047,16.944,25.3,11.615,2.771,4.969,2.223,14.429,16.237,15.69,8.962,45.34,10.259,34.4,3.35,11.613,11.6,18.249,8.39,23.88,22.392,18.663,16.2,21.374,14.281,14.38,11.848,6.545,14.05
2011-11-15,45.2,21.92,11.985,23.75,11.047,16.944,25.3,11.615,2.771,4.969,2.223,14.429,16.237,15.69,8.962,45.34,10.259,34.4,3.35,11.613,11.6,18.249,8.39,23.88,22.392,18.663,16.2,21.374,14.281,14.38,11.848,6.545,14.05
2011-11-16,45.58,22.11,12.064,24.13,11.086,17.243,25.35,11.753,2.796,4.993,2.187,14.419,16.707,15.725,8.962,45.0,10.447,33.84,3.43,11.613,11.58,18.004,8.49,24.63,22.504,18.733,16.3,21.506,14.481,14.64,11.789,6.66,13.85
2011-11-17,44.35,21.52,11.61,23.43,10.691,16.344,24.79,11.593,2.728,4.804,2.165,13.762,16.103,15.55,8.695,44.31,10.307,33.49,3.38,11.463,11.11,17.399,8.5,23.54,22.696,17.97,15.99,21.128,14.125,14.1,11.72,6.642,13.2
2011-11-18,44.2,21.75,11.433,23.63,10.495,16.494,24.26,11.525,2.663,4.752,2.212,13.562,16.333,15.31,8.606,44.8,10.3,33.65,3.349,11.495,11.15,17.574,8.31,23.51,22.256,17.772,15.58,21.384,14.105,14.05,11.779,6.461,13.17
2011-11-21,43.94,21.8,11.268,23.5,10.299,16.594,24.19,11.471,2.574,4.729,2.215,13.238,16.4,15.125,8.442,45.15,10.377,33.7,3.365,11.5,11.15,17.499,8.29,23.72,22.496,17.604,15.08,21.053,14.145,13.8,11.671,6.491,13.01
2011-11-22,43.55,21.68,11.238,23.5,10.156,16.124,23.8,11.471,2.581,4.648,2.183,13.124,16.387,15.2,8.371,45.23,10.37,33.85,3.37,11.448,11.05,17.449,8.26,23.0,22.608,17.158,14.86,21.365,14.01,13.6,11.317,6.461,12.95
2011-11-23,42.4,21.57,11.099,23.31,9.989,15.834,23.2,11.551,2.515,4.564,2.25,12.876,16.487,15.275,8.285,44.8,10.241,33.93,3.4,11.275,10.53,17.499,8.25,22.7,22.4,16.832,14.49,21.44,13.511,13.17,10.707,6.389,12.51
2011-11-24,42.45,21.67,11.144,23.43,10.014,16.074,23.28,11.693,2.555,4.615,2.212,12.733,16.607,14.85,8.3,44.44,10.175,34.4,3.4,11.638,10.95,17.399,8.21,22.7,22.4,16.604,14.19,21.469,13.675,13.04,10.334,6.437,12.58
2011-11-25,41.48,21.01,11.08,22.81,9.978,16.164,23.16,11.683,2.547,4.592,2.254,12.61,16.34,15.085,8.189,44.86,10.273,34.22,3.499,11.75,11.1,17.449,8.3,22.65,22.6,16.525,14.27,21.714,13.388,13.02,10.422,6.341,12.27
2011-11-28,41.89,21.5,11.392,23.48,10.178,16.604,23.6,11.823,2.534,4.71,2.256,12.857,16.427,15.275,8.378,44.98,10.401,34.9,3.532,11.59,11.37,17.924,8.3,23.68,22.4,16.812,14.77,22.168,13.621,13.88,10.717,6.461,12.97
2011-11-29,41.3,21.41,11.302,23.27,10.099,16.194,23.21,11.964,2.521,4.658,2.265,12.333,16.357,15.175,8.303,44.1,10.29,34.4,3.53,11.19,11.15,17.779,8.34,23.24,22.52,16.188,14.17,21.648,13.425,13.37,10.039,6.467,12.61
2011-11-30,41.65,22.05,11.977,24.12,10.559,16.564,24.2,12.072,2.648,4.979,2.423,12.857,16.663,15.91,8.856,44.5,10.802,35.3,3.649,11.55,11.31,18.149,8.45,23.54,22.576,16.95,14.75,21.648,13.572,13.99,10.186,6.594,13.5
2011-12-01,41.9,22.52,12.447,24.7,10.926,16.854,25.22,12.414,2.658,5.106,2.327,13.19,16.82,16.225,8.97,44.94,10.729,36.45,3.63,11.46,11.39,18.399,8.51,24.22,22.52,17.455,14.9,21.648,13.507,14.11,10.471,6.594,14.25
2011-12-02,42.42,22.53,12.492,24.63,10.94,16.934,24.88,12.352,2.626,5.149,2.396,13.181,16.467,15.835,8.998,44.19,10.227,36.35,3.557,11.43,11.38,18.269,8.61,24.38,22.264,17.248,14.82,21.412,13.593,13.71,10.442,6.551,14.08
2011-12-05,43.2,22.97,12.691,25.17,11.072,17.253,24.17,12.332,2.627,5.257,2.45,13.59,16.55,15.935,9.034,45.0,10.551,36.72,3.628,11.55,11.38,18.449,8.84,24.88,22.6,17.97,15.4,21.847,14.006,14.18,10.717,6.654,14.68
